Car ID,Brand,Model,Year,Fuel Type,Transmission,Engine Size,Mileage,Condition,Price,Car_Age,MRI,Triangle_Score,Audit_Flag
1258,BMW,5 Series,2008,Diesel,Manual,5.8,256872.0,Like New,81406.7,18,14270.7,80,STAT: LikeNew+Mileage>100k
1260,Mercedes,GLA,2002,Hybrid,Automatic,5.9,123649.0,Like New,91256.46,24,5152.0,80,STAT: LikeNew+Mileage>100k
1262,Ford,Fiesta,2001,Electric,Manual,5.1,220073.0,New,60889.82,25,8802.9,30,STAT: New+Mileage>50k | CREATIVE: TriScore<50 | RELATIONAL: ElecLargeEngine
1263,Toyota,Camry,2023,Hybrid,Manual,2.4,223393.0,Like New,58366.77,3,74464.3,80,STAT: LikeNew+Mileage>100k | CREATIVE: MRI>25kmi/yr
1264,Honda,CR-V,2000,Hybrid,Manual,1.7,86569.0,Like New,67733.57,26,3329.6,80,
1266,Ford,Focus,2012,Electric,Automatic,4.2,159562.0,New,73956.04,14,11397.3,30,STAT: New+Mileage>50k | CREATIVE: TriScore<50 | RELATIONAL: ElecLargeEngine
1268,Toyota,Prius,2014,Petrol,Automatic,1.3,53806.0,Used,32437.59,12,4483.8,100,
1269,Mercedes,GLC,2007,Diesel,Manual,4.0,75992.0,New,41812.25,19,3999.6,30,STAT: New+Mileage>50k | CREATIVE: TriScore<50
1270,BMW,X3,2011,Electric,Automatic,5.5,284464.0,New,64543.81,15,18964.3,30,STAT: New+Mileage>50k | CREATIVE: TriScore<50 | RELATIONAL: ElecLargeEngine
1271,Audi,A4,2021,Diesel,Automatic,2.9,258852.0,Like New,57578.84,5,51770.4,80,STAT: LikeNew+Mileage>100k | CREATIVE: MRI>25kmi/yr
1272,Ford,Fiesta,2011,Diesel,Manual,2.1,173217.0,Used,96304.87,15,11547.8,100,
1273,Toyota,Prius,2013,Electric,Manual,3.2,194760.0,New,22749.28,13,14981.5,30,STAT: New+Mileage>50k | CREATIVE: TriScore<50
1275,Mercedes,GLC,2014,Petrol,Manual,5.1,69837.0,Used,59411.75,12,5819.8,100,
1276,BMW,X3,2008,Diesel,Manual,5.1,138279.0,Like New,87456.56,18,7682.2,80,STAT: LikeNew+Mileage>100k
1277,Mercedes,C-Class,2018,Hybrid,Automatic,3.9,218811.0,Like New,93288.11,8,27351.4,80,STAT: LikeNew+Mileage>100k | CREATIVE: MRI>25kmi/yr
1278,Ford,Mustang,2019,Electric,Manual,2.8,114780.0,New,36923.45,7,16397.1,39,STAT: New+Mileage>50k | CREATIVE: TriScore<50
1279,Audi,A4,2021,Diesel,Manual,5.0,87081.0,New,11375.3,5,17416.2,45,STAT: New+Mileage>50k | CREATIVE: TriScore<50
1280,Audi,A3,2007,Diesel,Automatic,3.8,286160.0,Like New,45053.87,19,15061.1,80,STAT: LikeNew+Mileage>100k
1281,Audi,Q5,2020,Diesel,Manual,5.1,112099.0,New,42462.69,6,18683.2,42,STAT: New+Mileage>50k | CREATIVE: TriScore<50
1283,Ford,Mustang,2005,Hybrid,Manual,4.9,264068.0,Used,45950.82,21,12574.7,100,
1285,Honda,Accord,2018,Diesel,Manual,3.1,104987.0,Like New,39710.85,8,13123.4,80,STAT: LikeNew+Mileage>100k
1286,Mercedes,GLC,2003,Diesel,Automatic,5.8,54333.0,Like New,42708.0,23,2362.3,100,
1287,BMW,5 Series,2022,Petrol,Automatic,3.7,215530.0,Like New,83046.34,4,53882.5,80,STAT: LikeNew+Mileage>100k | CREATIVE: MRI>25kmi/yr
1288,Toyota,Prius,2006,Petrol,Manual,4.0,177171.0,Like New,12696.41,20,8858.6,80,STAT: LikeNew+Mileage>100k
1291,Toyota,Prius,2011,Electric,Automatic,3.9,206553.0,Used,19544.74,15,13770.2,100,RELATIONAL: ElecLargeEngine
1292,Honda,Accord,2012,Hybrid,Automatic,1.9,69767.0,Like New,75547.13,14,4983.4,100,
1293,Tesla,Model X,2002,Electric,Automatic,1.3,104332.0,Like New,38857.38,24,4347.2,80,STAT: LikeNew+Mileage>100k
1295,Ford,Explorer,2011,Petrol,Manual,4.8,6336.0,Used,14457.06,15,422.4,75,CREATIVE: MRI<500mi/yr
1296,Audi,A4,2001,Diesel,Automatic,3.6,206238.0,Like New,34109.11,25,8249.5,80,STAT: LikeNew+Mileage>100k
1297,Mercedes,GLA,2023,Diesel,Manual,2.1,279400.0,New,52582.17,3,93133.3,60,STAT: New+Mileage>50k | CREATIVE: MRI>25kmi/yr
1298,Toyota,Prius,2001,Hybrid,Automatic,4.3,230517.0,Like New,27011.56,25,9220.7,80,STAT: LikeNew+Mileage>100k
1299,Tesla,Model Y,2022,Electric,Manual,1.4,180889.0,Used,56477.64,4,45222.2,100,CREATIVE: MRI>25kmi/yr
1300,Tesla,Model X,2008,Electric,Manual,3.2,295863.0,Like New,25877.13,18,16436.8,80,STAT: LikeNew+Mileage>100k
1301,Tesla,Model X,2000,Electric,Automatic,1.8,45704.0,Like New,66759.55,26,1757.8,100,
1302,Toyota,RAV4,2007,Diesel,Manual,1.9,292157.0,New,90913.66,19,15376.7,30,STAT: New+Mileage>50k | CREATIVE: TriScore<50 | TREND: OldNewExpensive
1303,Toyota,Corolla,2022,Petrol,Manual,2.0,226884.0,Like New,13121.42,4,56721.0,80,STAT: LikeNew+Mileage>100k | CREATIVE: MRI>25kmi/yr
1304,Toyota,Camry,2005,Petrol,Manual,2.9,167848.0,Like New,25578.52,21,7992.8,80,STAT: LikeNew+Mileage>100k
1305,Toyota,Corolla,2005,Diesel,Manual,1.3,272204.0,Like New,85220.19,21,12962.1,80,STAT: LikeNew+Mileage>100k
1306,Tesla,Model 3,2021,Electric,Manual,3.0,219182.0,Used,64997.58,5,43836.4,100,CREATIVE: MRI>25kmi/yr
1307,Tesla,Model S,2017,Electric,Automatic,3.6,78563.0,Used,12477.35,9,8729.2,100,RELATIONAL: ElecLargeEngine
1308,Honda,CR-V,2016,Hybrid,Manual,3.4,135102.0,New,51203.26,10,13510.2,30,STAT: New+Mileage>50k | CREATIVE: TriScore<50
1309,Mercedes,GLC,2011,Hybrid,Automatic,2.9,89779.0,Like New,24927.06,15,5985.3,80,
1310,Audi,Q7,2005,Electric,Manual,5.2,164361.0,Used,23914.16,21,7826.7,100,RELATIONAL: ElecLargeEngine
1311,Ford,Fiesta,2007,Diesel,Manual,1.7,99704.0,New,94361.31,19,5247.6,30,STAT: New+Mileage>50k | CREATIVE: TriScore<50 | TREND: OldNewExpensive
1313,Ford,Explorer,2009,Hybrid,Automatic,1.3,110234.0,New,71141.91,17,6484.4,30,STAT: New+Mileage>50k | CREATIVE: TriScore<50
1314,Mercedes,E-Class,2000,Electric,Manual,1.4,36491.0,New,27698.24,26,1403.5,35,CREATIVE: TriScore<50
1315,Mercedes,GLA,2012,Diesel,Manual,3.9,226621.0,New,16264.48,14,16187.2,30,STAT: New+Mileage>50k | CREATIVE: TriScore<50
1316,Ford,Focus,2016,Petrol,Automatic,3.8,20448.0,New,87729.1,10,2044.8,50,
1317,Tesla,Model Y,2002,Electric,Automatic,5.4,49294.0,New,5558.56,24,2053.9,30,CREATIVE: TriScore<50 | RELATIONAL: ElecLargeEngine
1318,Ford,Fiesta,2007,Diesel,Automatic,3.8,283590.0,New,41869.16,19,14925.8,30,STAT: New+Mileage>50k | CREATIVE: TriScore<50
1319,Honda,Civic,2013,Hybrid,Automatic,5.8,216461.0,New,31373.19,13,16650.8,30,STAT: New+Mileage>50k | CREATIVE: TriScore<50
1320,BMW,X5,2002,Diesel,Manual,1.2,85615.0,Like New,59185.74,24,3567.3,80,
1321,Tesla,Model 3,2015,Electric,Manual,1.5,17101.0,Like New,28798.3,11,1554.6,100,
1323,Audi,A3,2019,Hybrid,Manual,1.9,150004.0,Like New,85753.79,7,21429.1,80,STAT: LikeNew+Mileage>100k
1324,Toyota,Camry,2023,Petrol,Manual,3.7,90481.0,New,62302.94,3,30160.3,60,STAT: New+Mileage>50k | CREATIVE: MRI>25kmi/yr
1325,BMW,3 Series,2016,Electric,Automatic,4.2,52802.0,Like New,18839.84,10,5280.2,100,RELATIONAL: ElecLargeEngine
1327,Tesla,Model Y,2005,Electric,Automatic,5.7,210005.0,New,24708.62,21,10000.2,30,STAT: New+Mileage>50k | CREATIVE: TriScore<50 | RELATIONAL: ElecLargeEngine
1328,Ford,Mustang,2016,Petrol,Manual,5.2,156434.0,Used,46135.47,10,15643.4,100,
1329,BMW,X3,2013,Electric,Automatic,2.5,47842.0,New,66427.69,13,3680.2,30,CREATIVE: TriScore<50
1330,Audi,Q7,2016,Hybrid,Manual,1.4,46539.0,New,30833.31,10,4653.9,30,CREATIVE: TriScore<50
1331,Mercedes,GLA,2007,Electric,Manual,1.8,33717.0,Used,41490.15,19,1774.6,100,
1332,Toyota,RAV4,2010,Electric,Manual,1.6,246281.0,Used,74744.21,16,15392.6,100,
1333,Toyota,Corolla,2019,Diesel,Automatic,1.6,186272.0,Used,94101.54,7,26610.3,100,CREATIVE: MRI>25kmi/yr
1335,Audi,A4,2006,Hybrid,Manual,2.2,127922.0,Used,5947.24,20,6396.1,100,
1336,Ford,Focus,2020,Electric,Automatic,2.8,92447.0,Used,37154.06,6,15407.8,100,
1338,Toyota,RAV4,2016,Hybrid,Automatic,4.4,12823.0,Like New,37221.49,10,1282.3,100,
1339,Mercedes,E-Class,2009,Electric,Manual,5.7,29986.0,Used,46445.54,17,1763.9,100,RELATIONAL: ElecLargeEngine
1340,BMW,5 Series,2010,Hybrid,Automatic,1.7,121682.0,Used,65103.29,16,7605.1,100,
1341,Mercedes,E-Class,2021,Electric,Manual,2.9,64325.0,Used,16507.16,5,12865.0,100,
1343,Honda,Civic,2008,Electric,Automatic,1.4,57771.0,Like New,53226.57,18,3209.5,100,
1344,Audi,A3,2023,Electric,Manual,1.0,54973.0,New,34979.46,3,18324.3,60,STAT: New+Mileage>50k
1345,Ford,Fiesta,2004,Petrol,Automatic,4.4,145762.0,Used,99153.11,22,6625.5,100,
1346,Honda,CR-V,2016,Electric,Manual,4.2,57888.0,Used,45985.99,10,5788.8,100,RELATIONAL: ElecLargeEngine
1347,Toyota,Camry,2008,Diesel,Automatic,3.1,10956.0,Like New,87630.92,18,608.7,100,
1348,Mercedes,E-Class,2016,Diesel,Manual,3.4,86839.0,Used,90168.43,10,8683.9,100,
1349,Mercedes,GLA,2023,Diesel,Manual,3.1,167605.0,Used,84420.66,3,55868.3,100,CREATIVE: MRI>25kmi/yr
1350,Audi,Q7,2020,Electric,Manual,1.1,101131.0,Like New,9455.33,6,16855.2,80,STAT: LikeNew+Mileage>100k
1351,Tesla,Model Y,2018,Electric,Automatic,2.7,187973.0,Used,95035.94,8,23496.6,100,
1352,Tesla,Model Y,2006,Electric,Automatic,1.9,11519.0,Used,17230.54,20,576.0,100,
1353,BMW,X5,2022,Hybrid,Automatic,1.5,162187.0,Like New,8268.34,4,40546.8,80,STAT: LikeNew+Mileage>100k | CREATIVE: MRI>25kmi/yr
1354,Audi,Q7,2008,Electric,Automatic,5.8,1832.0,New,44365.11,18,101.8,70,CREATIVE: MRI<500mi/yr | RELATIONAL: ElecLargeEngine
1355,BMW,X5,2006,Diesel,Automatic,4.0,113922.0,Used,23490.23,20,5696.1,100,
1357,Audi,Q7,2010,Hybrid,Manual,2.6,69715.0,New,32342.86,16,4357.2,30,STAT: New+Mileage>50k | CREATIVE: TriScore<50
1359,Audi,Q7,2018,Diesel,Manual,2.2,37570.0,New,70055.56,8,4696.2,41,CREATIVE: TriScore<50
1360,Tesla,Model S,2010,Electric,Manual,1.5,137687.0,Used,22743.84,16,8605.4,100,
1361,BMW,3 Series,2012,Hybrid,Automatic,1.9,38311.0,New,56596.24,14,2736.5,35,CREATIVE: TriScore<50
1362,BMW,X5,2013,Diesel,Manual,5.0,103187.0,Like New,98710.52,13,7937.5,80,STAT: LikeNew+Mileage>100k
1363,Audi,Q5,2012,Hybrid,Automatic,4.4,285578.0,Used,46076.33,14,20398.4,100,
1364,Honda,Fit,2000,Petrol,Manual,3.7,86879.0,Like New,65977.95,26,3341.5,80,
1366,Tesla,Model Y,2011,Electric,Automatic,5.6,66202.0,New,18075.7,15,4413.5,30,STAT: New+Mileage>50k | CREATIVE: TriScore<50 | RELATIONAL: ElecLargeEngine
1368,Ford,Mustang,2011,Electric,Manual,2.4,224491.0,Like New,85768.28,15,14966.1,80,STAT: LikeNew+Mileage>100k
1369,BMW,X5,2007,Hybrid,Manual,2.7,79599.0,Like New,93569.04,19,4189.4,100,
1370,BMW,X5,2007,Electric,Manual,4.9,164721.0,Used,62117.43,19,8669.5,100,RELATIONAL: ElecLargeEngine
1371,Honda,Accord,2020,Hybrid,Manual,6.0,231436.0,Like New,18624.96,6,38572.7,80,STAT: LikeNew+Mileage>100k | CREATIVE: MRI>25kmi/yr
1372,Ford,Focus,2012,Diesel,Automatic,2.2,116770.0,Like New,90639.8,14,8340.7,80,STAT: LikeNew+Mileage>100k
1373,Ford,Fiesta,2011,Electric,Automatic,5.4,179693.0,New,21572.42,15,11979.5,30,STAT: New+Mileage>50k | CREATIVE: TriScore<50 | RELATIONAL: ElecLargeEngine
1374,Audi,A3,2015,Hybrid,Automatic,5.2,261051.0,Like New,38523.4,11,23731.9,80,STAT: LikeNew+Mileage>100k
1375,BMW,5 Series,2000,Electric,Automatic,2.1,114300.0,Like New,40673.26,26,4396.2,80,STAT: LikeNew+Mileage>100k
1376,Ford,Mustang,2012,Electric,Manual,3.0,191012.0,New,47492.7,14,13643.7,30,STAT: New+Mileage>50k | CREATIVE: TriScore<50
1377,Mercedes,GLC,2006,Electric,Automatic,3.0,171796.0,Used,80065.75,20,8589.8,100,
1378,Honda,Fit,2004,Hybrid,Manual,5.9,162776.0,New,81203.72,22,7398.9,30,STAT: New+Mileage>50k | CREATIVE: TriScore<50 | TREND: OldNewExpensive
1379,Mercedes,GLA,2007,Petrol,Automatic,1.9,241942.0,New,73367.23,19,12733.8,30,STAT: New+Mileage>50k | CREATIVE: TriScore<50
1380,Mercedes,GLA,2013,Electric,Automatic,5.0,2526.0,Like New,7102.22,13,194.3,100,CREATIVE: MRI<500mi/yr | RELATIONAL: ElecLargeEngine
1381,Tesla,Model 3,2022,Electric,Automatic,2.7,268718.0,Like New,58660.28,4,67179.5,80,STAT: LikeNew+Mileage>100k | CREATIVE: MRI>25kmi/yr
1382,Tesla,Model Y,2012,Electric,Manual,4.7,270877.0,Used,76011.83,14,19348.4,100,RELATIONAL: ElecLargeEngine
1383,Honda,CR-V,2014,Petrol,Manual,3.1,36051.0,Like New,47239.4,12,3004.2,100,
1384,Mercedes,GLA,2022,Hybrid,Automatic,3.9,15909.0,Used,94768.92,4,3977.2,100,
1385,Ford,Focus,2016,Diesel,Automatic,5.2,77338.0,Used,83262.0,10,7733.8,100,
1386,BMW,3 Series,2014,Electric,Automatic,5.0,290277.0,Used,65624.73,12,24189.8,100,RELATIONAL: ElecLargeEngine
1387,Honda,CR-V,2019,Diesel,Manual,5.3,182643.0,Used,10930.39,7,26091.9,100,CREATIVE: MRI>25kmi/yr
1388,Audi,Q5,2017,Diesel,Manual,1.3,79062.0,Like New,66972.89,9,8784.7,100,
1389,Mercedes,C-Class,2017,Electric,Manual,4.5,181980.0,New,91600.06,9,20220.0,33,STAT: New+Mileage>50k | CREATIVE: TriScore<50 | RELATIONAL: ElecLargeEngine
1390,Honda,Civic,2001,Petrol,Automatic,1.7,51458.0,New,41047.31,25,2058.3,30,STAT: New+Mileage>50k | CREATIVE: TriScore<50
1391,Toyota,Prius,2003,Petrol,Manual,3.1,222159.0,Like New,84622.59,23,9659.1,80,STAT: LikeNew+Mileage>100k
1392,Toyota,Corolla,2000,Diesel,Automatic,3.7,287442.0,Like New,34750.31,26,11055.5,80,STAT: LikeNew+Mileage>100k
1393,Tesla,Model X,2003,Electric,Manual,3.0,231946.0,Used,59159.81,23,10084.6,100,
1394,BMW,X3,2017,Hybrid,Automatic,3.6,153263.0,Like New,66600.32,9,17029.2,80,STAT: LikeNew+Mileage>100k
1395,Ford,Focus,2004,Diesel,Automatic,6.0,164164.0,New,69409.53,22,7462.0,30,STAT: New+Mileage>50k | CREATIVE: TriScore<50
1397,BMW,X3,2014,Diesel,Automatic,4.4,206329.0,Like New,27289.12,12,17194.1,80,STAT: LikeNew+Mileage>100k
1398,BMW,X5,2007,Diesel,Automatic,3.0,62513.0,Used,29925.11,19,3290.2,100,
1399,BMW,5 Series,2019,Electric,Automatic,1.7,145476.0,Used,71883.89,7,20782.3,100,
1400,Audi,Q7,2016,Electric,Manual,1.8,35198.0,Used,21833.41,10,3519.8,100,
1401,Audi,Q5,2000,Hybrid,Automatic,5.7,225295.0,Used,49105.69,26,8665.2,100,
1402,Tesla,Model Y,2011,Electric,Manual,5.4,264323.0,New,6903.27,15,17621.5,30,STAT: New+Mileage>50k | CREATIVE: TriScore<50 | RELATIONAL: ElecLargeEngine
1403,Honda,Civic,2018,Petrol,Manual,5.5,2019.0,Like New,18393.04,8,252.4,100,CREATIVE: MRI<500mi/yr
1404,Toyota,Corolla,2014,Electric,Automatic,6.0,81455.0,Like New,69490.41,12,6787.9,80,RELATIONAL: ElecLargeEngine
1405,BMW,3 Series,2008,Diesel,Manual,2.0,216311.0,Used,76008.85,18,12017.3,100,
1406,Tesla,Model S,2006,Electric,Automatic,2.8,149776.0,New,15955.31,20,7488.8,30,STAT: New+Mileage>50k | CREATIVE: TriScore<50
1408,Toyota,Corolla,2008,Electric,Automatic,3.4,3420.0,Like New,14395.92,18,190.0,100,CREATIVE: MRI<500mi/yr
1409,Mercedes,C-Class,2009,Diesel,Manual,3.1,178725.0,Used,46174.22,17,10513.2,100,
1410,Ford,Mustang,2001,Petrol,Automatic,2.8,16740.0,Like New,16981.03,25,669.6,100,
1411,Audi,Q7,2018,Petrol,Automatic,4.0,105789.0,Like New,46543.12,8,13223.6,80,STAT: LikeNew+Mileage>100k
1412,Mercedes,E-Class,2010,Diesel,Automatic,3.9,19465.0,New,74549.33,16,1216.6,55,
1413,Toyota,Corolla,2012,Diesel,Automatic,1.8,4131.0,New,69921.92,14,295.1,70,CREATIVE: MRI<500mi/yr
1414,Mercedes,E-Class,2009,Hybrid,Manual,3.4,10652.0,Like New,31643.75,17,626.6,100,
1416,Tesla,Model Y,2017,Electric,Automatic,3.9,245289.0,Used,93132.65,9,27254.3,100,CREATIVE: MRI>25kmi/yr | RELATIONAL: ElecLargeEngine
1417,Toyota,Corolla,2018,Petrol,Manual,2.1,89342.0,Like New,38014.82,8,11167.8,80,
1418,Mercedes,C-Class,2021,Diesel,Automatic,4.7,281315.0,Like New,36266.32,5,56263.0,80,STAT: LikeNew+Mileage>100k | CREATIVE: MRI>25kmi/yr
1419,Audi,A3,2008,Hybrid,Automatic,1.1,217201.0,Used,59286.67,18,12066.7,100,
1420,Audi,A4,2006,Petrol,Manual,2.8,259820.0,Used,28322.67,20,12991.0,100,
1421,Honda,Accord,2002,Electric,Manual,4.9,186764.0,Used,66900.0,24,7781.8,100,RELATIONAL: ElecLargeEngine
1422,Mercedes,C-Class,2019,Diesel,Automatic,3.8,58541.0,Like New,84064.87,7,8363.0,100,
1423,BMW,X3,2005,Hybrid,Manual,2.3,9470.0,New,48635.26,21,451.0,65,CREATIVE: MRI<500mi/yr
1424,Mercedes,E-Class,2020,Electric,Automatic,4.5,192416.0,Used,69553.2,6,32069.3,100,CREATIVE: MRI>25kmi/yr | RELATIONAL: ElecLargeEngine
1425,Tesla,Model 3,2001,Electric,Manual,3.8,44308.0,Used,66929.12,25,1772.3,100,RELATIONAL: ElecLargeEngine
1426,Toyota,Camry,2005,Petrol,Manual,5.0,135669.0,Used,8673.23,21,6460.4,100,
1427,Toyota,Corolla,2002,Electric,Manual,4.7,102840.0,Like New,22424.55,24,4285.0,80,STAT: LikeNew+Mileage>100k | RELATIONAL: ElecLargeEngine
1429,Mercedes,GLC,2007,Electric,Manual,3.4,49477.0,New,94194.75,19,2604.1,30,CREATIVE: TriScore<50 | TREND: OldNewExpensive
1430,Tesla,Model Y,2001,Electric,Automatic,1.7,108261.0,Used,79141.77,25,4330.4,100,
1431,Ford,Focus,2016,Electric,Manual,2.3,102466.0,Like New,92518.57,10,10246.6,80,STAT: LikeNew+Mileage>100k
1432,Tesla,Model S,2008,Electric,Manual,3.1,295215.0,New,34084.12,18,16400.8,30,STAT: New+Mileage>50k | CREATIVE: TriScore<50
1433,Audi,A4,2011,Petrol,Automatic,4.0,70560.0,Like New,28532.54,15,4704.0,100,
1434,Tesla,Model Y,2002,Electric,Automatic,3.6,255392.0,New,41508.52,24,10641.3,30,STAT: New+Mileage>50k | CREATIVE: TriScore<50 | RELATIONAL: ElecLargeEngine
1435,Toyota,Prius,2010,Hybrid,Automatic,2.4,261278.0,Used,10257.49,16,16329.9,100,
1436,Audi,A3,2000,Hybrid,Manual,1.0,166471.0,Like New,81937.8,26,6402.7,80,STAT: LikeNew+Mileage>100k
1437,Toyota,RAV4,2022,Petrol,Manual,3.5,244413.0,Used,98496.67,4,61103.2,100,CREATIVE: MRI>25kmi/yr
1438,Honda,Accord,2012,Petrol,Automatic,2.4,188511.0,New,83282.78,14,13465.1,30,STAT: New+Mileage>50k | CREATIVE: TriScore<50
1439,BMW,X5,2014,Diesel,Automatic,4.7,2369.0,New,57722.66,12,197.4,70,CREATIVE: MRI<500mi/yr
1440,Toyota,Prius,2004,Hybrid,Automatic,1.1,228629.0,Used,33051.79,22,10392.2,100,
1441,Audi,Q5,2020,Petrol,Automatic,3.9,262672.0,New,23781.3,6,43778.7,42,STAT: New+Mileage>50k | CREATIVE: MRI>25kmi/yr | CREATIVE: TriScore<50
1442,Honda,CR-V,2016,Diesel,Manual,5.7,108806.0,Used,39585.97,10,10880.6,100,
1443,Toyota,Camry,2022,Diesel,Manual,1.9,161386.0,Used,68362.11,4,40346.5,100,CREATIVE: MRI>25kmi/yr
1444,Ford,Explorer,2023,Petrol,Manual,3.4,102979.0,Used,47470.85,3,34326.3,100,CREATIVE: MRI>25kmi/yr
1445,Tesla,Model Y,2005,Electric,Manual,1.5,281892.0,New,93735.68,21,13423.4,30,STAT: New+Mileage>50k | CREATIVE: TriScore<50 | TREND: OldNewExpensive
1446,BMW,3 Series,2020,Electric,Manual,4.1,35109.0,Like New,86150.93,6,5851.5,100,RELATIONAL: ElecLargeEngine
1447,Toyota,Camry,2021,Electric,Automatic,3.8,13919.0,Used,14728.06,5,2783.8,100,RELATIONAL: ElecLargeEngine
1449,Ford,Focus,2017,Electric,Automatic,3.6,70441.0,New,69242.72,9,7826.8,33,STAT: New+Mileage>50k | CREATIVE: TriScore<50 | RELATIONAL: ElecLargeEngine
1452,Tesla,Model Y,2012,Electric,Manual,1.1,47020.0,Used,61179.02,14,3358.6,100,
1453,Honda,CR-V,2022,Hybrid,Automatic,5.3,205338.0,New,26833.9,4,51334.5,48,STAT: New+Mileage>50k | CREATIVE: MRI>25kmi/yr | CREATIVE: TriScore<50
1454,Ford,Focus,2008,Diesel,Manual,3.9,284305.0,Used,50475.25,18,15794.7,100,
1455,Honda,CR-V,2020,Petrol,Automatic,5.5,27738.0,Used,43577.25,6,4623.0,100,
1457,Toyota,Corolla,2011,Hybrid,Automatic,5.1,57153.0,New,8055.44,15,3810.2,30,STAT: New+Mileage>50k | CREATIVE: TriScore<50
1458,Ford,Fiesta,2001,Diesel,Manual,3.1,214020.0,Like New,90105.17,25,8560.8,80,STAT: LikeNew+Mileage>100k
1459,Ford,Mustang,2002,Electric,Automatic,4.7,61009.0,New,66947.85,24,2542.0,30,STAT: New+Mileage>50k | CREATIVE: TriScore<50 | RELATIONAL: ElecLargeEngine
1461,Ford,Mustang,2011,Hybrid,Automatic,3.9,271941.0,New,5247.71,15,18129.4,30,STAT: New+Mileage>50k | CREATIVE: TriScore<50
1462,Ford,Focus,2014,Diesel,Automatic,1.9,71942.0,New,64682.75,12,5995.2,30,STAT: New+Mileage>50k | CREATIVE: TriScore<50
1463,Mercedes,E-Class,2008,Diesel,Manual,2.3,118065.0,New,60906.19,18,6559.2,30,STAT: New+Mileage>50k | CREATIVE: TriScore<50
1464,Toyota,Prius,2022,Diesel,Manual,2.0,276109.0,Used,56034.53,4,69027.2,100,CREATIVE: MRI>25kmi/yr
1465,Tesla,Model S,2007,Electric,Manual,2.2,275877.0,Used,79657.35,19,14519.8,100,
1467,Mercedes,C-Class,2015,Hybrid,Automatic,3.8,159855.0,Like New,86424.23,11,14532.3,80,STAT: LikeNew+Mileage>100k
1469,Toyota,Prius,2003,Electric,Automatic,3.1,167466.0,New,81568.35,23,7281.1,30,STAT: New+Mileage>50k | CREATIVE: TriScore<50 | TREND: OldNewExpensive
1470,Toyota,Camry,2000,Electric,Automatic,4.1,195868.0,Used,22034.71,26,7533.4,100,RELATIONAL: ElecLargeEngine
1471,Audi,A4,2023,Petrol,Automatic,1.4,290431.0,Used,82246.19,3,96810.3,100,CREATIVE: MRI>25kmi/yr
1472,Tesla,Model 3,2006,Electric,Manual,1.4,82104.0,Used,94344.03,20,4105.2,100,
1474,Mercedes,GLC,2023,Hybrid,Manual,3.6,221404.0,Used,55339.2,3,73801.3,100,CREATIVE: MRI>25kmi/yr
1475,Honda,Fit,2004,Diesel,Manual,2.1,265332.0,Like New,67541.26,22,12060.5,80,STAT: LikeNew+Mileage>100k
1476,BMW,5 Series,2006,Petrol,Manual,2.4,91205.0,Used,12549.81,20,4560.2,100,
1477,Honda,Civic,2003,Electric,Manual,3.0,232321.0,Used,51937.67,23,10100.9,100,
1478,Audi,A3,2004,Hybrid,Manual,5.1,137837.0,New,39255.57,22,6265.3,30,STAT: New+Mileage>50k | CREATIVE: TriScore<50
1479,Toyota,RAV4,2023,Hybrid,Manual,1.1,219779.0,Like New,87883.28,3,73259.7,80,STAT: LikeNew+Mileage>100k | CREATIVE: MRI>25kmi/yr
1480,Tesla,Model S,2000,Electric,Automatic,4.2,141879.0,Used,88284.55,26,5456.9,100,RELATIONAL: ElecLargeEngine
1481,Toyota,Prius,2000,Hybrid,Automatic,4.3,10204.0,New,71574.06,26,392.5,60,CREATIVE: MRI<500mi/yr
1482,BMW,X5,2014,Electric,Automatic,5.0,223674.0,Like New,67293.83,12,18639.5,80,STAT: LikeNew+Mileage>100k | RELATIONAL: ElecLargeEngine
1483,Toyota,Corolla,2019,Hybrid,Automatic,5.7,189016.0,Like New,74700.4,7,27002.3,80,STAT: LikeNew+Mileage>100k | CREATIVE: MRI>25kmi/yr
1484,Toyota,Prius,2018,Electric,Automatic,1.1,102903.0,Used,39768.76,8,12862.9,100,
1485,BMW,X3,2009,Petrol,Automatic,1.8,299225.0,Like New,43429.33,17,17601.5,80,STAT: LikeNew+Mileage>100k
1486,Mercedes,E-Class,2017,Petrol,Automatic,5.4,256687.0,New,57601.95,9,28520.8,33,STAT: New+Mileage>50k | CREATIVE: MRI>25kmi/yr | CREATIVE: TriScore<50
1487,Mercedes,C-Class,2002,Electric,Manual,3.3,34986.0,New,94112.67,24,1457.8,40,CREATIVE: TriScore<50 | TREND: OldNewExpensive
1488,BMW,3 Series,2010,Diesel,Manual,3.8,50304.0,Like New,73779.99,16,3144.0,100,
1489,Tesla,Model S,2014,Electric,Automatic,4.3,39986.0,New,57343.98,12,3332.2,35,CREATIVE: TriScore<50 | RELATIONAL: ElecLargeEngine
1490,Audi,A3,2010,Diesel,Manual,4.4,91594.0,Like New,78189.24,16,5724.6,80,
1492,Tesla,Model S,2016,Electric,Manual,6.0,290358.0,Like New,74394.34,10,29035.8,80,STAT: LikeNew+Mileage>100k | CREATIVE: MRI>25kmi/yr | RELATIONAL: ElecLargeEngine
1493,Toyota,Prius,2005,Petrol,Manual,4.6,173620.0,Like New,44014.24,21,8267.6,80,STAT: LikeNew+Mileage>100k
